genes	Symbol	Entrezid	Genename
ENSMUSG00000024608	Rps14	20044	ribosomal protein S14
ENSMUSG00000024610	Cd74	16149	CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)
ENSMUSG00000024613	Tcof1	21453	treacle ribosome biogenesis factor 1
ENSMUSG00000024614	Tmx3	67988	thioredoxin-related transmembrane protein 3
ENSMUSG00000024617	Camk2a	12322	calcium/calmodulin-dependent protein kinase II alpha
ENSMUSG00000024620	Pdgfrb	18596	platelet derived growth factor receptor, beta polypeptide
ENSMUSG00000024621	Csf1r	12978	colony stimulating factor 1 receptor
ENSMUSG00000024622	Hmgxb3	106894	HMG box domain containing 3
ENSMUSG00000024639	Gnaq	14682	guanine nucleotide binding protein, alpha q polypeptide
ENSMUSG00000024640	Psat1	107272	phosphoserine aminotransferase 1
ENSMUSG00000024642	Tle4	21888	transducin-like enhancer of split 4
ENSMUSG00000024644	Cndp2	66054	CNDP dipeptidase 2 (metallopeptidase M20 family)
ENSMUSG00000024645	Timm21	67105	translocase of inner mitochondrial membrane 21
ENSMUSG00000024646	Cyb5a	109672	cytochrome b5 type A (microsomal)
ENSMUSG00000024647	Cbln2	12405	cerebellin 2 precursor protein
ENSMUSG00000024650	Slc22a6	18399	solute carrier family 22 (organic anion transporter), member 6
ENSMUSG00000024654	Asrgl1	66514	asparaginase like 1
ENSMUSG00000024659	Anxa1	16952	annexin A1
ENSMUSG00000024660	Incenp	16319	inner centromere protein
ENSMUSG00000024661	Fth1	14319	ferritin heavy polypeptide 1
ENSMUSG00000024663	Rab3il1	74760	RAB3A interacting protein (rabin3)-like 1
ENSMUSG00000024664	Fads3	60527	fatty acid desaturase 3
ENSMUSG00000024665	Fads2	56473	fatty acid desaturase 2
ENSMUSG00000024666	Tmem138	72982	transmembrane protein 138
ENSMUSG00000024667	Tmem216	68642	transmembrane protein 216
ENSMUSG00000024668	Sdhaf2	66072	succinate dehydrogenase complex assembly factor 2
ENSMUSG00000024677	Ms4a6b	69774	membrane-spanning 4-domains, subfamily A, member 6B
ENSMUSG00000024679	Ms4a6d	68774	membrane-spanning 4-domains, subfamily A, member 6D
ENSMUSG00000024683	Mrpl16	94063	mitochondrial ribosomal protein L16
ENSMUSG00000024687	Osbp	76303	oxysterol binding protein
ENSMUSG00000024691	Fam111a	107373	family with sequence similarity 111, member A
ENSMUSG00000024695	Zfp91	109910	zinc finger protein 91
ENSMUSG00000024696	Lpxn	107321	leupaxin
ENSMUSG00000024697	Gna14	14675	guanine nucleotide binding protein, alpha 14
ENSMUSG00000024712	Rfk	54391	riboflavin kinase
ENSMUSG00000024713	Pcsk5	18552	proprotein convertase subtilisin/kexin type 5
ENSMUSG00000024725	Ostf1	20409	osteoclast stimulating factor 1
ENSMUSG00000024726	Carnmt1	67383	carnosine N-methyltransferase 1
ENSMUSG00000024727	Trpm6	225997	transient receptor potential cation channel, subfamily M, member 6
ENSMUSG00000024732	Ccdc86	108673	coiled-coil domain containing 86
ENSMUSG00000024735	Prpf19	28000	pre-mRNA processing factor 19
ENSMUSG00000024736	Tmem132a	98170	transmembrane protein 132A
ENSMUSG00000024737	Slc15a3	65221	solute carrier family 15, member 3
ENSMUSG00000024740	Ddb1	13194	damage specific DNA binding protein 1
ENSMUSG00000024742	Fen1	14156	flap structure specific endonuclease 1
ENSMUSG00000024743	Syt7	54525	synaptotagmin VII
ENSMUSG00000024750	Zfand5	22682	zinc finger, AN1-type domain 5
ENSMUSG00000024754	Tmem2	83921	transmembrane protein 2
ENSMUSG00000024758	Rtn3	20168	reticulon 3
ENSMUSG00000024759	Atl3	109168	atlastin GTPase 3
ENSMUSG00000024764	Naa40	70999	N(alpha)-acetyltransferase 40, NatD catalytic subunit
ENSMUSG00000024766	Lipo3	381236	lipase, member O3
ENSMUSG00000024767	Otub1	107260	OTU domain, ubiquitin aldehyde binding 1
ENSMUSG00000024769	Cdc42bpg	240505	CDC42 binding protein kinase gamma (DMPK-like)
ENSMUSG00000024772	Ehd1	13660	EH-domain containing 1
ENSMUSG00000024773	Atg2a	329015	autophagy related 2A
ENSMUSG00000024776	Stambpl1	76630	STAM binding protein like 1
ENSMUSG00000024777	Ppp2r5b	225849	protein phosphatase 2, regulatory subunit B', beta
ENSMUSG00000024778	Fas	14102	Fas (TNF receptor superfamily member 6)
ENSMUSG00000024780	Cdc37l1	67072	cell division cycle 37-like 1
ENSMUSG00000024781	Lipa	16889	lysosomal acid lipase A
ENSMUSG00000024782	Ak3	56248	adenylate kinase 3
ENSMUSG00000024785	Rcl1	59028	RNA terminal phosphate cyclase-like 1
ENSMUSG00000024787	Snx15	69024	sorting nexin 15
ENSMUSG00000024789	Jak2	16452	Janus kinase 2
ENSMUSG00000024790	Sac3d1	66406	SAC3 domain containing 1
ENSMUSG00000024792	Zfpl1	81909	zinc finger like protein 1
ENSMUSG00000024793	Tnfrsf25	85030	tumor necrosis factor receptor superfamily, member 25
ENSMUSG00000024795	Kif20b	240641	kinesin family member 20B
ENSMUSG00000024797	Vps51	68505	VPS51 GARP complex subunit
ENSMUSG00000024798	Htr7	15566	5-hydroxytryptamine (serotonin) receptor 7
ENSMUSG00000024799	Tm7sf2	73166	transmembrane 7 superfamily member 2
ENSMUSG00000024800	Rpp30	54364	ribonuclease P/MRP 30 subunit
ENSMUSG00000024805	Pcgf5	76073	polycomb group ring finger 5
ENSMUSG00000024807	Syvn1	74126	synovial apoptosis inhibitor 1, synoviolin
ENSMUSG00000024810	Il33	77125	interleukin 33
ENSMUSG00000024811	Tnks2	74493	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2
ENSMUSG00000024812	Tjp2	21873	tight junction protein 2
ENSMUSG00000024816	Frmd8	67457	FERM domain containing 8
ENSMUSG00000024817	Uhrf2	109113	ubiquitin-like, containing PHD and RING finger domains 2
ENSMUSG00000024818	Slc25a45	107375	solute carrier family 25, member 45
ENSMUSG00000024824	Rad9a	19367	RAD9 checkpoint clamp component A
ENSMUSG00000024826	Dpf2	19708	D4, zinc and double PHD fingers family 2
ENSMUSG00000024827	Gldc	104174	glycine decarboxylase
ENSMUSG00000024829	Mrpl21	353242	mitochondrial ribosomal protein L21
ENSMUSG00000024830	Rps6kb2	58988	ribosomal protein S6 kinase, polypeptide 2
ENSMUSG00000024831	Ighmbp2	20589	immunoglobulin mu binding protein 2
ENSMUSG00000024833	Pola2	18969	polymerase (DNA directed), alpha 2
ENSMUSG00000024835	Coro1b	23789	coronin, actin binding protein 1B
ENSMUSG00000024841	Eif1ad	69860	eukaryotic translation initiation factor 1A domain containing
ENSMUSG00000024843	Chka	12660	choline kinase alpha
ENSMUSG00000024844	Banf1	23825	barrier to autointegration factor 1
ENSMUSG00000024846	Cst6	73720	cystatin E/M
ENSMUSG00000024847	Aip	11632	aryl-hydrocarbon receptor-interacting protein
ENSMUSG00000024851	Pitpnm1	18739	phosphatidylinositol transfer protein, membrane-associated 1
ENSMUSG00000024853	Sf3b2	319322	splicing factor 3b, subunit 2
ENSMUSG00000024854	Pold4	69745	polymerase (DNA-directed), delta 4
ENSMUSG00000024855	Pacs1	107975	phosphofurin acidic cluster sorting protein 1
ENSMUSG00000024856	Cdk2ap2	52004	CDK2-associated protein 2
ENSMUSG00000024858	Grk2	110355	G protein-coupled receptor kinase 2
ENSMUSG00000024862	Klc2	16594	kinesin light chain 2
ENSMUSG00000024866	Acy3	71670	aspartoacylase (aminoacylase) 3
ENSMUSG00000024867	Pip5k1b	18719	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta
ENSMUSG00000024870	Rab1b	76308	RAB1B, member RAS oncogene family
ENSMUSG00000024871	Doc2g	60425	double C2, gamma
ENSMUSG00000024873	Cnih2	12794	cornichon family AMPA receptor auxiliary protein 2
ENSMUSG00000024875	Yif1a	68090	Yip1 interacting factor homolog A (S. cerevisiae)
ENSMUSG00000024878	Cbwd1	226043	COBW domain containing 1
ENSMUSG00000024883	Rin1	225870	Ras and Rab interactor 1
ENSMUSG00000024885	Aldh3b1	67689	aldehyde dehydrogenase 3 family, member B1
ENSMUSG00000024887	Asah2	54447	N-acylsphingosine amidohydrolase 2
ENSMUSG00000024889	Rce1	19671	Ras converting CAAX endopeptidase 1
ENSMUSG00000024891	Slc29a2	13340	solute carrier family 29 (nucleoside transporters), member 2
ENSMUSG00000024892	Pcx	18563	pyruvate carboxylase
ENSMUSG00000024896	Minpp1	17330	multiple inositol polyphosphate histidine phosphatase 1
ENSMUSG00000024897	Apba1	319924	amyloid beta (A4) precursor protein binding, family A, member 1
ENSMUSG00000024899	Papss2	23972	3'-phosphoadenosine 5'-phosphosulfate synthase 2
ENSMUSG00000024900	Cpt1a	12894	carnitine palmitoyltransferase 1a, liver
ENSMUSG00000024901	Peli3	240518	pellino 3
ENSMUSG00000024902	Mrpl11	66419	mitochondrial ribosomal protein L11
ENSMUSG00000024906	Mus81	71711	MUS81 structure-specific endonuclease subunit
ENSMUSG00000024908	Ppp6r3	52036	protein phosphatase 6, regulatory subunit 3
ENSMUSG00000024909	Efemp2	58859	epidermal growth factor-containing fibulin-like extracellular matrix protein 2
ENSMUSG00000024911	Fibp	58249	fibroblast growth factor (acidic) intracellular binding protein
ENSMUSG00000024912	Fosl1	14283	fos-like antigen 1
ENSMUSG00000024913	Lrp5	16973	low density lipoprotein receptor-related protein 5
ENSMUSG00000024914	Drap1	66556	Dr1 associated protein 1 (negative cofactor 2 alpha)
ENSMUSG00000024921	Smarca2	67155	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
ENSMUSG00000024922	Ovol1	18426	ovo like zinc finger 1
ENSMUSG00000024924	Vldlr	22359	very low density lipoprotein receptor
ENSMUSG00000024925	Rnaseh2c	68209	ribonuclease H2, subunit C
ENSMUSG00000024926	Kat5	81601	K(lysine) acetyltransferase 5
ENSMUSG00000024927	Rela	19697	v-rel reticuloendotheliosis viral oncogene homolog A (avian)
ENSMUSG00000024935	Slc1a1	20510	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1
ENSMUSG00000024937	Ehbp1l1	114601	EH domain binding protein 1-like 1
ENSMUSG00000024939	Fam89b	17826	family with sequence similarity 89, member B
ENSMUSG00000024940	Ltbp3	16998	latent transforming growth factor beta binding protein 3
ENSMUSG00000024941	Scyl1	78891	SCY1-like 1 (S. cerevisiae)
ENSMUSG00000024942	Capn1	12333	calpain 1
ENSMUSG00000024943	Smc5	226026	structural maintenance of chromosomes 5
ENSMUSG00000024944	Arl2	56327	ADP-ribosylation factor-like 2
ENSMUSG00000024947	Men1	17283	multiple endocrine neoplasia 1
ENSMUSG00000024948	Map4k2	26412	mitogen-activated protein kinase kinase kinase kinase 2
ENSMUSG00000024949	Sf1	22668	splicing factor 1
ENSMUSG00000024952	Rps6ka4	56613	ribosomal protein S6 kinase, polypeptide 4
ENSMUSG00000024953	Prdx5	54683	peroxiredoxin 5
ENSMUSG00000024955	Esrra	26379	estrogen related receptor, alpha
ENSMUSG00000024957	Kcnk4	16528	potassium channel, subfamily K, member 4
ENSMUSG00000024958	Gpr137	107173	G protein-coupled receptor 137
ENSMUSG00000024959	Bad	12015	BCL2-associated agonist of cell death
ENSMUSG00000024960	Plcb3	18797	phospholipase C, beta 3
ENSMUSG00000024962	Vegfb	22340	vascular endothelial growth factor B
ENSMUSG00000024963	Dnajc4	57431	DnaJ heat shock protein family (Hsp40) member C4
ENSMUSG00000024965	Fermt3	108101	fermitin family member 3
ENSMUSG00000024966	Stip1	20867	stress-induced phosphoprotein 1
ENSMUSG00000024968	Rcor2	104383	REST corepressor 2
ENSMUSG00000024969	Mark2	13728	MAP/microtubule affinity regulating kinase 2
ENSMUSG00000024970	AI846148	68229	expressed sequence AI846148
ENSMUSG00000024972	Lgals12	56072	lectin, galactose binding, soluble 12
ENSMUSG00000024974	Smc3	13006	structural maintenance of chromosomes 3
ENSMUSG00000024975	Pdcd4	18569	programmed cell death 4
ENSMUSG00000024976	Shoc2	56392	soc-2 (suppressor of clear) homolog (C. elegans)
ENSMUSG00000024978	Gpam	14732	glycerol-3-phosphate acyltransferase, mitochondrial
ENSMUSG00000024981	Acsl5	433256	acyl-CoA synthetase long-chain family member 5
ENSMUSG00000024982	Zdhhc6	66980	zinc finger, DHHC domain containing 6
ENSMUSG00000024983	Vti1a	53611	vesicle transport through interaction with t-SNAREs 1A
ENSMUSG00000024985	Tcf7l2	21416	transcription factor 7 like 2, T cell specific, HMG box
ENSMUSG00000024986	Hhex	15242	hematopoietically expressed homeobox
ENSMUSG00000024987	Cyp26a1	13082	cytochrome P450, family 26, subfamily a, polypeptide 1
ENSMUSG00000024990	Rbp4	19662	retinol binding protein 4, plasma
ENSMUSG00000024991	Eif3a	13669	eukaryotic translation initiation factor 3, subunit A
ENSMUSG00000024993	Fam45a	67894	family with sequence similarity 45, member A
ENSMUSG00000024997	Prdx3	11757	peroxiredoxin 3
ENSMUSG00000024998	Plce1	74055	phospholipase C, epsilon 1
ENSMUSG00000024999	Noc3l	57753	NOC3 like DNA replication regulator
ENSMUSG00000025001	Hells	15201	helicase, lymphoid specific
ENSMUSG00000025006	Sorbs1	20411	sorbin and SH3 domain containing 1
ENSMUSG00000025007	Aldh18a1	56454	aldehyde dehydrogenase 18 family, member A1
ENSMUSG00000025008	Tctn3	67590	tectonic family member 3
ENSMUSG00000025010	Ccnj	240665	cyclin J
ENSMUSG00000025016	Tm9sf3	107358	transmembrane 9 superfamily member 3
ENSMUSG00000025017	Pik3ap1	83490	phosphoinositide-3-kinase adaptor protein 1
ENSMUSG00000025019	Lcor	212391	ligand dependent nuclear receptor corepressor
ENSMUSG00000025020	Slit1	20562	slit guidance ligand 1
ENSMUSG00000025024	Smndc1	76479	survival motor neuron domain containing 1
ENSMUSG00000025025	Mxi1	17859	MAX interactor 1, dimerization protein
ENSMUSG00000025026	Add3	27360	adducin 3 (gamma)
ENSMUSG00000025027	Xpnpep1	170750	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble
ENSMUSG00000025034	Trim8	93679	tripartite motif-containing 8
ENSMUSG00000025035	Arl3	56350	ADP-ribosylation factor-like 3
ENSMUSG00000025036	Sfxn2	94279	sideroflexin 2
ENSMUSG00000025037	Maoa	17161	monoamine oxidase A
ENSMUSG00000025038	Efhc2	74405	EF-hand domain (C-terminal) containing 2
ENSMUSG00000025040	Fundc1	72018	FUN14 domain containing 1
ENSMUSG00000025041	Nt5c2	76952	5'-nucleotidase, cytosolic II
ENSMUSG00000025047	Pdcd11	18572	programmed cell death 11
ENSMUSG00000025049	Taf5	226182	TATA-box binding protein associated factor 5
ENSMUSG00000025050	Pcgf6	71041	polycomb group ring finger 6
ENSMUSG00000025059	Gk	14933	glycerol kinase
ENSMUSG00000025060	Slk	20874	STE20-like kinase
ENSMUSG00000025064	Col17a1	12821	collagen, type XVII, alpha 1
ENSMUSG00000025066	Sfr1	67788	SWI5 dependent recombination repair 1
ENSMUSG00000025068	Gsto1	14873	glutathione S-transferase omega 1
ENSMUSG00000025076	Casp7	12369	caspase 7
ENSMUSG00000025077	Dclre1a	55947	DNA cross-link repair 1A
ENSMUSG00000025078	Nhlrc2	66866	NHL repeat containing 2
ENSMUSG00000025081	Tdrd1	83561	tudor domain containing 1
ENSMUSG00000025083	Afap1l2	226250	actin filament associated protein 1-like 2
ENSMUSG00000025085	Ablim1	226251	actin-binding LIM protein 1
ENSMUSG00000025086	Trub1	72133	TruB pseudouridine (psi) synthase family member 1
ENSMUSG00000025089	Gfra1	14585	glial cell line derived neurotrophic factor family receptor alpha 1
ENSMUSG00000025092	Hspa12a	73442	heat shock protein 12A
ENSMUSG00000025094	Slc18a2	214084	solute carrier family 18 (vesicular monoamine), member 2
ENSMUSG00000025102	3110040N11Rik	67290	RIKEN cDNA 3110040N11 gene
ENSMUSG00000025103	Btbd1	83962	BTB (POZ) domain containing 1
ENSMUSG00000025104	Hdgfl3	29877	HDGF like 3
ENSMUSG00000025128	Bhlhe22	59058	basic helix-loop-helix family, member e22
ENSMUSG00000025130	P4hb	18453	prolyl 4-hydroxylase, beta polypeptide
ENSMUSG00000025132	Arhgdia	192662	Rho GDP dissociation inhibitor (GDI) alpha
ENSMUSG00000025133	Ints4	101861	integrator complex subunit 4
ENSMUSG00000025134	Alyref	21681	Aly/REF export factor
ENSMUSG00000025135	Anapc11	66156	anaphase promoting complex subunit 11
ENSMUSG00000025137	Pcyt2	68671	phosphate cytidylyltransferase 2, ethanolamine
ENSMUSG00000025138	Sirt7	209011	sirtuin 7
ENSMUSG00000025139	Tollip	54473	toll interacting protein
ENSMUSG00000025140	Pycr1	209027	pyrroline-5-carboxylate reductase 1
ENSMUSG00000025141	Myadml2	68515	myeloid-associated differentiation marker-like 2
ENSMUSG00000025142	Aspscr1	68938	alveolar soft part sarcoma chromosome region, candidate 1 (human)
ENSMUSG00000025144	Cenpx	20892	centromere protein X
ENSMUSG00000025145	Lrrc45	217366	leucine rich repeat containing 45
ENSMUSG00000025147	Mob2	101513	MOB kinase activator 2
ENSMUSG00000025151	Maged1	94275	melanoma antigen, family D, 1
ENSMUSG00000025153	Fasn	14104	fatty acid synthase
ENSMUSG00000025154	Arhgap19	71085	Rho GTPase activating protein 19
ENSMUSG00000025155	Dus1l	68730	dihydrouridine synthase 1-like (S. cerevisiae)
ENSMUSG00000025156	Gps1	209318	G protein pathway suppressor 1
ENSMUSG00000025157	Zdhhc16	74168	zinc finger, DHHC domain containing 16
ENSMUSG00000025158	Rfng	19719	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ENSMUSG00000025159	Mms19	72199	MMS19 (MET18 S. cerevisiae)
ENSMUSG00000025161	Slc16a3	80879	solute carrier family 16 (monocarboxylic acid transporters), member 3
ENSMUSG00000025162	Csnk1d	104318	casein kinase 1, delta
ENSMUSG00000025169	Ogfod3	66179	2-oxoglutarate and iron-dependent oxygenase domain containing 3
ENSMUSG00000025170	Rab40b	217371	Rab40B, member RAS oncogene family
ENSMUSG00000025171	Ubtd1	226122	ubiquitin domain containing 1
ENSMUSG00000025173	Wdr45b	66840	WD repeat domain 45B
ENSMUSG00000025175	Fn3k	63828	fructosamine 3 kinase
ENSMUSG00000025176	Hoga1	67432	4-hydroxy-2-oxoglutarate aldolase 1
ENSMUSG00000025178	Pi4k2a	84095	phosphatidylinositol 4-kinase type 2 alpha
ENSMUSG00000025184	R3hcc1l	52013	R3H domain and coiled-coil containing 1 like
ENSMUSG00000025188	Hps1	192236	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1
ENSMUSG00000025189	Cnnm1	83674	cyclin M1
ENSMUSG00000025190	Got1	14718	glutamic-oxaloacetic transaminase 1, soluble
ENSMUSG00000025192	Entpd7	93685	ectonucleoside triphosphate diphosphohydrolase 7
ENSMUSG00000025193	Cutc	66388	cutC copper transporter
ENSMUSG00000025195	Dnmbp	71972	dynamin binding protein
ENSMUSG00000025196	Cpn1	93721	carboxypeptidase N, polypeptide 1
ENSMUSG00000025198	Erlin1	226144	ER lipid raft associated 1
ENSMUSG00000025199	Chuk	12675	conserved helix-loop-helix ubiquitous kinase
ENSMUSG00000025200	Cwf19l1	72502	CWF19-like 1, cell cycle control (S. pombe)
ENSMUSG00000025202	Scd3	30049	stearoyl-coenzyme A desaturase 3
ENSMUSG00000025203	Scd2	20250	stearoyl-Coenzyme A desaturase 2
ENSMUSG00000025204	Ndufb8	67264	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8
ENSMUSG00000025207	Sema4g	26456	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G
ENSMUSG00000025208	Mrpl43	94067	mitochondrial ribosomal protein L43
ENSMUSG00000025209	Twnk	226153	twinkle mtDNA helicase
ENSMUSG00000025212	Sfxn3	94280	sideroflexin 3
ENSMUSG00000025213	Kazald1	107250	Kazal-type serine peptidase inhibitor domain 1
ENSMUSG00000025217	Btrc	12234	beta-transducin repeat containing protein
ENSMUSG00000025218	Poll	56626	polymerase (DNA directed), lambda
ENSMUSG00000025220	Mgea5	76055	meningioma expressed antigen 5 (hyaluronidase)
ENSMUSG00000025221	Kcnip2	80906	Kv channel-interacting protein 2
ENSMUSG00000025223	Ldb1	16825	LIM domain binding 1
ENSMUSG00000025224	Gbf1	107338	golgi-specific brefeldin A-resistance factor 1
ENSMUSG00000025225	Nfkb2	18034	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100
ENSMUSG00000025226	Fbxl15	68431	F-box and leucine-rich repeat protein 15
ENSMUSG00000025227	Mfsd13a	75146	major facilitator superfamily domain containing 13a
ENSMUSG00000025228	Actr1a	54130	ARP1 actin-related protein 1A, centractin alpha
ENSMUSG00000025231	Sufu	24069	SUFU negative regulator of hedgehog signaling
ENSMUSG00000025232	Hexa	15211	hexosaminidase A
ENSMUSG00000025234	Arih1	23806	ariadne RBR E3 ubiquitin protein ligase 1
ENSMUSG00000025235	Bbs4	102774	Bardet-Biedl syndrome 4 (human)
ENSMUSG00000025236	Adpgk	72141	ADP-dependent glucokinase
ENSMUSG00000025237	Parp6	67287	poly (ADP-ribose) polymerase family, member 6
ENSMUSG00000025239	Limd1	29806	LIM domains containing 1
ENSMUSG00000025240	Sacm1l	83493	SAC1 suppressor of actin mutations 1-like (yeast)
ENSMUSG00000025241	Fyco1	17281	FYVE and coiled-coil domain containing 1
ENSMUSG00000025243	Slc6a20b	22599	solute carrier family 6 (neurotransmitter transporter), member 20B
ENSMUSG00000025245	Lztfl1	93730	leucine zipper transcription factor-like 1
ENSMUSG00000025246	Tbl1x	21372	transducin (beta)-like 1 X-linked
